"topic_id","description","link","members","topic_name","urlkey","main_topic_id"
"16517","not_found","http://blues-dancing.meetup.com/","43440","Blues Dancing","blues-dancing","491"
"16551","not_found","http://brazilian-music.meetup.com/","52867","Brazilian Music","brazilian-music","15018"
"16575","not_found","http://fashion-and-style.meetup.com/","742244","Fashion and Style","fashion-and-style","1924"
"16594","not_found","http://essay-writing.meetup.com/","6858","Essay Writing","essay-writing","16728"
"16600","not_found","http://nature-photography.meetup.com/","1271413","Nature Photography","nature-photography","223"
"16613","not_found","http://portrait-photography.meetup.com/","1071084","Portrait Photography","portrait-photography","223"
"16614","not_found","http://location-photography.meetup.com/","304704","Location Photography","location-photography","223"
"16615","not_found","http://model-photography.meetup.com/","750357","Model Photography","model-photography","223"
"16631","not_found","http://the-art-of-listening.meetup.com/","5349","The Art of Listening","the-art-of-listening","1502"
"16672","not_found","http://restaurant-industry.meetup.com/","24998","Restaurant Industry","restaurant-industry","1924"
"16694","not_found","http://social-social-social.meetup.com/","179996","Social, Social, Social","social-social-social","10581"
"16707","not_found","http://mens-sports.meetup.com/","3620","Men's Sports","mens-sports","10451"
"16709","not_found","http://individual-sports.meetup.com/","0","Individual Sports","individual-sports","10451"
"16714","not_found","http://tabletop-role-playing-and-board-games.meetup.com/","692980","Tabletop Role Playing and Board Games","tabletop-role-playing-and-board-games","15992"
"16715","not_found","http://technology-in-china.meetup.com/","0","Technology in China","technology-in-china","9696"
"16728","not_found","http://writing.meetup.com/","2447395","Writing","writing","16728"
"16755","not_found","http://latinas-in-social-media.meetup.com/","0","Latinas in Social Media","latinas-in-social-media","10581"
"16760","not_found","http://business-game-nights.meetup.com/","0","Business Game Nights","business-game-nights","15992"
"16789","not_found","http://networking-social-gatherings.meetup.com/","45076","Networking & Social Gatherings","networking-social-gatherings","10581"
"16814","not_found","http://Euro-games.meetup.com/","526212","Euro Games","Euro-games","15992"
"16815","not_found","http://witch-craft.meetup.com/","1880","Witch craft","witch-craft","10099"
"16859","not_found","http://paint-industry.meetup.com/","0","Paint Industry","paint-industry","1924"
"16882","not_found","http://women-culture.meetup.com/","63","Women & Culture","women-culture","10454"
"16889","not_found","http://malaysian-dance.meetup.com/","184","Malaysian Dance","malaysian-dance","491"
"16890","not_found","http://malaysian-culture.meetup.com/","15944","Malaysian Culture","malaysian-culture","10454"
"16957","not_found","http://parents-of-handicapped-children.meetup.com/","133","Parents of Handicapped Children","parents-of-handicapped-children","10333"
"16967","not_found","http://outdoor-adventures.meetup.com/","4548479","Outdoor Adventures","outdoor-adventures","15046"
"16972","not_found","http://health-education.meetup.com/","63995","Health Education","health-education","8476"
"16983","not_found","http://lebanese-social-group-los-angeles.meetup.com/","0","Lebanese Social Group Los Angeles","lebanese-social-group-los-angeles","10581"
"17006","not_found","http://parents-rights.meetup.com/","175","Parent's Rights","parents-rights","10333"
"17013","not_found","http://west-coast-swing-dancing.meetup.com/","109402","West Coast Swing Dancing","west-coast-swing-dancing","491"
"17016","not_found","http://environment-green-kids-parents-moms-dads.meetup.com/","9030","Environment, Green, Kids, Parents, Moms, Dads","environment-green-kids-parents-moms-dads","10333"
"17051","not_found","http://emerging-musical-artists.meetup.com/","2196","Emerging Musical Artists","emerging-musical-artists","15018"
"17106","not_found","http://social-moms.meetup.com/","2766","Social Moms","social-moms","10581"
"17126","not_found","http://applied-spirituality.meetup.com/","52","Applied Spirituality","applied-spirituality","10290"
"17148","not_found","http://music-appreciation.meetup.com/","60235","Music Appreciation","music-appreciation","15018"
"17163","not_found","http://aix-en-provence-anglofranco-adventure-and-culture.meetup.com/","0","Aix en Provence Anglofranco Adventure and Culture","aix-en-provence-anglofranco-adventure-and-culture","10454"
"17176","not_found","http://north-shore-adult-sports-leagues.meetup.com/","1145","North Shore Adult Sports Leagues","north-shore-adult-sports-leagues","10451"
"17193","not_found","http://how-to-get-help-through-social-networking.meetup.com/","0","How to Get Help through Social Networking","how-to-get-help-through-social-networking","10581"
"17201","not_found","http://20s-30s-social.meetup.com/","3208233","20's & 30's Social","20s-30s-social","10581"
"17205","not_found","http://education-without-faith.meetup.com/","1058","Education without faith","education-without-faith","8476"
"17227","not_found","http://not-of-this-world-spirituality.meetup.com/","0","Not of this World Spirituality","not-of-this-world-spirituality","10290"
"17238","not_found","http://mens-social-networking.meetup.com/","18015","Men's Social Networking","mens-social-networking","10581"
"17262","not_found","http://family-and-pet-friendly-fun.meetup.com/","693","Family & Pet Friendly Fun","family-and-pet-friendly-fun","53052"
"17295","not_found","http://arts-in-the-kingdom-of-god.meetup.com/","0","Arts in the Kingdom of God","arts-in-the-kingdom-of-god","1502"
"17311","not_found","http://british-movies.meetup.com/","15103","British Movies","british-movies","1201"
"17320","not_found","http://paper-crafts.meetup.com/","212415","Paper Crafts","paper-crafts","10099"
"17343","not_found","http://children-paper-arts-classes.meetup.com/","0","Children Paper Arts Classes","children-paper-arts-classes","1502"
"17344","not_found","http://adult-paper-craft-classes.meetup.com/","43902","Adult Paper Craft Classes","adult-paper-craft-classes","10099"
"17351","not_found","http://photo-albums.meetup.com/","301","Photo Albums","photo-albums","223"
"17360","not_found","http://trojan-business-networking.meetup.com/","0","Trojan Business Networking","trojan-business-networking","15236"
"17362","not_found","http://trojan-social-mixers-and-events.meetup.com/","0","Trojan Social Mixers and Events","trojan-social-mixers-and-events","10581"
"17371","not_found","http://sports-bar.meetup.com/","14110","Sports Bar","sports-bar","10451"
"17374","not_found","http://trojan-business-networking-and-sponsorships.meetup.com/","0","Trojan Business Networking and Sponsorships","trojan-business-networking-and-sponsorships","15236"
"17411","not_found","http://culture-circle-brunch-club-tea-socials.meetup.com/","25","Culture Circle, Brunch Club, Tea Socials","culture-circle-brunch-club-tea-socials","10454"
"17412","not_found","http://cosmic-bowling-movies.meetup.com/","0","Cosmic Bowling & Movies","cosmic-bowling-movies","1201"
"17413","not_found","http://cosmic-bowling-movies-concerts.meetup.com/","0","Cosmic Bowling, Movies, Concerts","cosmic-bowling-movies-concerts","1201"
"17437","not_found","http://water-sports.meetup.com/","719459","Water Sports","water-sports","10451"
"17502","not_found","http://language-tutors.meetup.com/","5982","Language Tutors","language-tutors","10454"
"17511","not_found","http://teach-your-language.meetup.com/","0","Teach Your Language","teach-your-language","10454"
"17512","not_found","http://adult-language-students.meetup.com/","2561","Adult Language Students","adult-language-students","10454"
"17544","not_found","http://childbirth-education.meetup.com/","6095","Childbirth Education","childbirth-education","8476"
"17550","not_found","http://pop-dancing-and-choreography.meetup.com/","0","Pop Dancing and Choreography","pop-dancing-and-choreography","491"
"17555","not_found","http://sports-and-socials.meetup.com/","1706326","Sports and Socials","sports-and-socials","10581"
"17558","not_found","http://performing-arts.meetup.com/","2697508","Performing Arts","performing-arts","1502"
"17571","not_found","http://dancing.meetup.com/","6837211","Dancing","dancing","491"
"17578","not_found","http://jewish-parents.meetup.com/","2842","Jewish Parents","jewish-parents","10333"
"17595","not_found","http://spiritual-evolution.meetup.com/","12236","Spiritual Evolution","spiritual-evolution","10290"
"17598","not_found","http://trance-dance.meetup.com/","40364","Trance Dance","trance-dance","491"
"17628","not_found","http://programming-languages.meetup.com/","1287446","Programming Languages","programming-languages","10454"
"17658","not_found","http://spiritual-growth.meetup.com/","3444958","Spiritual Growth","spiritual-growth","10290"
"17665","not_found","http://lgbt-social-group.meetup.com/","988713","LGBT Social Group","lgbt-social-group","10050"
